Test,n_sources,"ma , _out_degree",n_nodes,"ma , _instances",n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges
abs_diff-short8,2,4,19,1,8,11,3,1,2,1,0,32
rhadd-ushort16,3,16,52,1,32,35,4,1,1,0,0,96
min-uchar3,4,2,12,1,3,7,3,2,1,0,0,14
convert-uchar4-uint4,3,2,8,1,2,5,3,2,1,15,0,7
outer_loop_acc_simple_2D-i16,2,1,6,3,2,7,4,1,1,12,0,5
sub-transformations-abs-pos-sat-char-1_pma,2,8,99,1,80,83,8,1,1,1,0,152
clamp-short3_scalar,4,3,17,1,8,12,4,1,1,8,0,24
clamp-char16_scalar,3,16,56,1,42,46,5,1,1,9,0,100
combine_loads_stores_test3,2,8,19,1,8,10,3,1,1,0,0,32
cmp-masked-float4_pma,6,4,23,1,8,12,4,2,1,15,0,33
convert-char-uchar,1,1,3,1,0,2,2,1,1,14,0,2
accumulate-short16_pma,1,8,18,2,8,18,3,1,1,12,0,24
iv_select_fp,3,2,8,2,2,6,3,1,1,0,0,8
iv-select-acc-simple-i16,1,1,4,3,1,5,3,1,1,9,0,3
outer_loop_acc_simple_with_outer_init,4,2,11,3,4,10,4,1,1,12,0,12
cross_loops_accumulation_add_4D_2Loops_TS,3,8,28,4,12,20,7,1,1,6,0,36
convert-int16-short16,2,8,19,1,0,3,2,1,1,12,0,32
store-12-bytes,4,3,9,1,3,5,3,1,1,1,0,10
gather-mode2-char,9,8,91,1,64,68,12,1,1,15,0,160
signbit-float8,2,8,19,1,8,10,3,1,1,9,0,32
cross_loops_accumulation_add_4D_2Loops_acc,3,8,28,4,12,20,7,1,1,9,0,36
gather-movable-base-nested-loops,1,1,5,1,0,3,4,1,1,1,0,4
convert-float16-short16_rtn,2,8,35,1,16,19,3,1,1,1,0,48
signbit-float3,4,3,11,1,3,6,3,2,1,1,0,13
signbit-float2,2,2,7,1,2,4,3,1,1,0,0,8
convert-float16-short16_rte,2,8,35,1,16,19,3,1,1,1,0,48
signbit-float4,2,4,11,1,4,6,3,1,1,1,0,16
convert-float16-short16_rtz,2,8,35,1,16,19,3,1,1,0,0,48
isgreaterequal-float16,4,8,70,1,32,38,4,2,1,3,0,96
convert-float16-short16_rtp,2,8,35,1,16,19,3,1,1,15,0,48
sub-basic-float-1_pma,2,8,27,1,8,11,3,1,1,11,0,40
convert-int3-float3_rtz,8,4,57,1,45,47,7,1,2,15,0,105
convert-float-ushort_rtz,1,1,4,1,1,3,3,1,1,0,0,3
convert-float-ushort_rtp,1,1,4,1,1,3,3,1,1,15,0,3
convert-float-ushort_rtn,1,1,4,1,1,3,3,1,1,15,0,3
bitselect-char16,4,8,61,1,32,36,4,1,1,15,0,96
i16-acc-add-3op,2,1,6,2,1,5,3,1,1,11,0,5
convert-uchar2-float2_rtz,1,2,5,1,2,4,3,1,1,0,0,5
convert-float-ushort_rte,1,1,4,1,1,3,3,1,1,0,0,3
cmp-select-float-char_pma,4,8,37,1,16,19,4,1,1,15,0,64
convert-int3-float3_rte,1,3,8,1,3,5,3,1,1,1,0,9
srl_shl_add_opt,9,4,28,1,10,13,4,1,1,1,0,34
convert-uint16-char16,2,8,19,1,0,3,2,1,1,15,0,32
add-2d-char_pma,2,8,27,1,8,11,3,1,1,1,0,40
abs-short4,1,2,8,1,4,6,3,1,1,0,0,10
abs-short3,3,2,9,1,3,6,3,2,1,0,0,9
abs-short2,1,2,5,1,2,4,3,1,1,0,0,5
abs-short8,1,4,14,1,8,10,3,1,1,1,0,20
rhadd-int4,5,8,62,1,48,51,6,1,1,8,0,108
rhadd-int3,5,6,48,1,36,39,6,1,1,8,0,81
rhadd-int2,5,4,34,1,24,27,6,1,1,8,0,54
cmp-basic-int4-1_pma,5,4,18,1,8,10,4,1,1,11,0,20
convert-float2-uchar2_sat_rtn,7,4,32,1,22,24,6,1,2,1,0,56
convert-float4-int4,1,4,10,1,4,6,3,1,1,8,0,12
convert-float2-uchar2_sat_rte,7,4,32,1,22,24,6,1,2,0,0,56
linearize,8,2,22,1,10,13,7,1,1,0,0,25
rhadd-int8,5,16,118,1,96,99,6,1,1,15,0,216
convert-float2-uchar2_sat_rtz,7,4,32,1,22,24,6,1,2,0,0,56
i16-acc-smin,2,1,5,2,1,4,3,1,1,11,0,4
select-uchar8,3,4,36,1,20,24,4,1,1,1,0,56
ushort_to_fp,1,1,4,1,1,3,3,1,1,11,0,3
convert-float2-uchar2_sat_rtp,7,4,32,1,22,24,6,1,2,1,0,56
select-uchar4,3,2,20,1,10,14,4,1,1,1,0,28
select-uchar3,3,2,20,1,10,14,4,1,1,1,0,28
select-uchar2,3,2,12,1,5,9,4,1,1,0,0,14
convert-uchar16-float16_rte,1,8,27,1,16,19,3,2,1,14,0,40
convert-uchar16-float16_rtn,1,8,27,1,16,19,3,2,1,3,0,40
convert-ushort16-uint16,4,8,14,1,0,5,2,3,1,1,0,18
clamp-char16,3,8,84,1,56,60,5,1,1,0,0,128
mul24-uint8,2,8,43,1,24,27,3,1,1,1,0,88
convert-uchar16-float16_rtp,1,8,27,1,16,19,3,2,1,15,0,40
mul24-uint4,2,4,23,1,12,15,3,1,1,1,0,44
convert-uchar16-float16_rtz,1,8,27,1,16,19,3,2,1,3,0,40
mul24-uint2,2,3,13,1,6,9,3,1,1,1,0,22
mul24-uint3,2,4,23,1,12,15,3,1,1,0,0,44
store-7-bytes-same-operation,3,3,11,1,4,6,3,1,1,11,0,15
mad_hi-int4,3,4,48,1,32,36,5,1,1,1,0,88
mad_hi-int3,3,4,37,1,24,28,5,1,1,0,0,66
mad_hi-int2,3,4,26,1,16,20,5,1,1,0,0,44
"iv-select-acc-eq-id , -outerLoop-ver2-i16",2,2,7,3,3,9,4,1,1,8,0,7
"hadd_noE , tendType_MSBNotSet_SRL",3,2,9,1,3,6,4,1,1,1,0,9
assert-assume-pass-pma,2,8,27,1,8,11,3,1,1,9,0,40
add_short8,5,4,14,1,4,6,3,1,1,0,0,16
mad_hi-int8,3,8,92,1,64,68,5,1,1,0,0,176
add-2d-char-imm_pma,2,8,19,1,8,10,3,1,1,11,0,32
cmp-basic-int-1_pma,2,8,19,1,8,10,3,1,1,0,0,32
vec_step-ushort8,1,1,3,1,0,2,2,1,1,0,0,2
convert-uchar3-char3,1,1,3,1,0,2,2,1,1,0,0,2
vec_step-ushort4,1,1,3,1,0,2,2,1,1,0,0,2
vec_step-ushort3,1,1,3,1,0,2,2,1,1,5,0,2
vec_step-ushort2,1,1,3,1,0,2,2,1,1,3,0,2
avg_add_i16_signed_sclr,3,1,8,1,2,5,4,1,1,1,1,7
lshr-basic-ushort-1_pma,2,8,19,1,8,10,3,1,1,1,0,32
convert-float4-int4_rtn,1,4,10,1,4,6,3,1,1,12,0,12
convert-float4-int4_rte,1,4,10,1,4,6,3,1,1,15,0,12
convert-float4-int4_rtz,1,4,10,1,4,6,3,1,1,0,0,12
"lde , p-float3",2,3,18,1,9,12,5,1,1,14,3,21
"lde , p-float4",2,4,23,1,12,15,5,1,1,8,4,28
convert-float4-int4_rtp,1,4,10,1,4,6,3,1,1,3,0,12
add-2d-imperfect_pma,3,5,15,1,5,9,3,2,1,8,0,20
convert-float-char_sat_rtp,6,4,18,1,10,12,5,1,1,1,0,26
racc-char64_pma,2,16,66,2,31,50,7,1,1,3,0,95
add-non-splat-non-imm-1d-int4_pma,5,4,14,1,4,6,3,1,1,8,0,16
dot_prod_i32_v2i8_v2i8_acc,2,2,12,2,5,9,4,1,1,1,0,13
convert-float-char_sat_rtz,6,4,18,1,10,12,5,1,1,14,0,26
masked_store_splat_1_host_cond_noStore,3,4,25,2,12,20,4,1,1,1,0,38
convert-float-char_sat_rte,6,4,18,1,10,12,5,1,1,12,0,26
"native_e , p10-float",2,1,5,1,1,3,3,1,1,3,1,4
shl-const-non-imm-mask-int-wide_pma,2,8,19,1,8,10,3,1,1,2,0,32
convert-float-char_sat_rtn,6,4,18,1,10,12,5,1,1,0,0,26
"mul-basic-e , tended-short-short-int-wide_pma",2,4,19,1,8,11,3,1,2,12,0,32
convert-uint2-ushort2,1,2,4,1,0,2,2,1,1,0,0,4
unaligned-store-short-offset-2-width-4,2,2,7,1,2,5,3,1,1,12,0,8
cross_loops_accumulation_add_4D,4,8,33,4,14,24,7,1,1,9,0,42
convert-ushort2-uchar2,1,1,3,1,0,2,2,1,1,15,0,2
gather-int,3,8,23,1,5,9,6,1,1,0,0,35
add_rshift_sat_b_iu,3,4,16,1,4,8,3,1,1,1,0,24
store-3-bytes,4,3,9,1,3,5,3,1,1,0,0,10
racc-short4_pma,1,2,6,2,2,5,4,1,1,14,0,6
mad_hi-uint3,3,4,37,1,24,28,5,1,1,1,0,66
clamp-ushort8,3,4,32,1,16,20,4,1,1,15,0,52
convert-uint16-float16_rte,2,8,36,1,16,20,3,2,1,15,0,48
clamp-ushort4,3,2,18,1,8,12,4,1,2,14,0,26
add_rshift_sat_b_ii,3,2,10,1,2,6,3,1,1,0,0,12
clamp-ushort3,5,2,18,1,6,11,4,2,1,15,0,22
unfold-select-into-load2,5,1,12,1,4,7,6,1,1,10,0,11
unfold-select-into-load1,3,1,8,2,3,6,5,1,1,15,0,7
mul24-int,3,4,13,1,7,10,5,1,1,8,0,19
add-sat-imm-add-non-imm-1d-char_pma,6,16,73,1,57,60,4,2,2,1,0,161
"iv-select-acc-eq-id , -outerLoop-i16",2,1,6,3,2,8,4,1,1,1,0,5
mult_rows_2D,3,16,45,1,32,35,5,1,1,0,0,81
hadd-ushort,2,1,6,1,1,4,3,1,1,2,0,5
mad_sat-uchar16,4,16,77,1,48,52,5,1,1,1,0,136
convert-int4-uint4,1,4,6,1,0,2,2,1,1,12,0,8
signbit-float16,3,16,37,1,16,20,3,2,1,0,0,64
convert-uchar-float_rtn,1,1,4,1,1,3,3,1,1,3,0,3
scatter-with-bounds-ydim,3,1,7,1,1,4,3,1,1,10,0,6
all-short4,4,2,11,1,4,7,5,2,1,1,0,11
convert-uchar-float_rte,1,1,4,1,1,3,3,1,1,3,0,3
trunc-float,1,1,4,1,1,3,3,1,1,3,0,3
all-short2,4,1,8,1,2,5,4,2,1,0,0,6
convert-uchar-float_rtp,1,1,4,1,1,3,3,1,1,0,0,3
clamp-short,3,1,9,1,2,6,4,1,1,3,0,8
acc-and-timeshift,2,2,7,2,2,7,3,2,1,1,0,6
convert-float8-int8_sat_rte,6,8,87,1,72,74,4,1,2,2,0,200
"iv-select-acc-lt-id , -innerLoop-i16",2,1,6,3,2,7,4,1,1,2,0,5
convert-float8-int8_sat_rtn,6,8,87,1,72,74,4,1,2,0,0,200
convert-float8-int8_sat_rtp,6,8,87,1,72,74,4,1,2,1,0,200
mad24-int8,4,32,93,1,64,68,6,1,1,12,0,176
add_sat-int3,5,6,42,1,30,33,5,1,2,2,0,84
select-uchar16,3,8,68,1,40,44,4,1,1,14,0,112
convert-ushort2-float2,1,2,5,1,2,4,3,1,1,3,0,5
convert-uchar-char,1,1,3,1,0,2,2,1,1,14,0,2
all-short8,4,4,17,1,8,11,9,2,1,1,0,21
mul-basic-short-1_pma,2,8,35,1,16,19,3,1,2,1,0,64
min-float3,2,3,12,1,3,6,3,1,1,0,0,15
rhadd-ushort4,3,4,16,1,8,11,4,1,1,0,0,24
min-uchar,2,1,6,1,1,4,3,1,1,15,0,5
uint_to_fp,1,1,4,1,1,3,3,1,1,12,0,3
convert-float-ushort_sat,7,4,20,1,11,13,6,1,1,3,0,28
fmin-basic-float-1_pma,2,8,27,1,8,11,3,1,1,0,0,40
convert-float8-uchar8_rte,1,8,18,1,8,10,3,1,1,1,0,24
shl-basic-int-1_pma,3,8,12,1,0,3,2,2,1,14,0,17
convert-float8-uchar8_rtn,1,8,18,1,8,10,3,1,1,3,0,24
convert-float8-uchar8_rtp,1,8,18,1,8,10,3,1,1,1,0,24
convert-float8-uchar8_rtz,1,8,18,1,8,10,3,1,1,0,0,24
mul-hi-short-1_pma,2,8,35,1,16,19,3,1,2,7,0,64
hadd-int4,2,4,15,1,4,7,3,1,1,0,0,20
upsample-char4,3,2,14,1,6,9,4,1,1,8,0,16
convert-short3-uint3,1,2,7,1,3,5,3,1,1,15,0,8
upsample-char2,3,1,9,1,3,6,4,1,1,3,0,8
upsample-char3,4,2,13,1,4,7,4,1,1,12,0,14
upsample-char8,3,4,24,1,12,15,4,1,1,3,0,32
convert-short8-float8_rte,1,4,14,1,8,10,3,1,1,4,0,20
record-no-alias_pma,2,8,19,1,8,10,3,1,1,1,0,32
masked_store_splat_2_host_conds_noStore,3,4,25,2,12,20,4,1,1,1,0,38
a-plus-b-wide2,2,8,27,1,8,11,3,1,1,14,0,40
convert-short8-float8_rtn,1,4,14,1,8,10,3,1,1,3,0,20
convert-float3-short3_sat,6,4,40,1,30,32,5,1,2,3,0,78
hadd-int16,4,8,54,1,16,22,3,2,1,0,0,80
convert-short8-float8_rtp,1,4,14,1,8,10,3,1,1,1,0,20
convert-short8-float8_rtz,1,4,14,1,8,10,3,1,1,1,0,20
convert-float16-char16_rtn,2,8,35,1,16,19,3,1,1,1,0,48
atan2-float8,2,8,35,1,16,19,3,1,2,0,16,64
min-int16,4,8,54,1,16,22,3,2,1,12,0,80
atan2-float2,1,4,10,1,4,6,3,1,2,8,4,16
convert-float16-char16_rte,2,8,35,1,16,19,3,1,1,0,0,48
atan2-float4,1,8,18,1,8,10,3,1,2,1,8,32
add_sat-uchar8,3,8,32,1,20,23,5,1,2,12,0,60
convert-float2-ushort2,1,2,6,1,2,4,3,1,1,1,0,6
add_sat-uchar4,3,4,18,1,10,13,5,1,2,0,0,30
convert-char16-uchar16,1,7,9,1,0,2,2,1,1,1,0,14
mad_hi-uint8,3,8,92,1,64,68,5,1,1,1,0,176
add_sat-uchar2,3,2,11,1,5,8,5,1,1,1,0,15
add_sat-uchar3,6,2,20,1,9,13,5,2,1,1,0,25
add_low_rshift_sat_b_ii,3,8,28,1,8,12,3,1,1,9,0,48
cmp-select-float-short_pma,4,8,37,1,16,19,4,1,1,1,0,64
convert-int4-char4,1,4,6,1,0,2,2,1,1,1,0,8
convert-uint-float,1,1,4,1,1,3,3,1,1,1,0,3
add_low_rshift_sat_b_iu,3,2,10,1,2,6,3,1,1,14,0,12
sub_sat-short8,4,8,41,1,28,31,4,1,1,0,0,96
mesw-159553_pma,2,8,19,1,8,10,3,1,1,1,0,32
sub_sat-short2,4,5,14,1,7,10,4,1,1,12,0,24
scatter-char,5,1,9,1,1,5,3,2,1,14,0,7
sub_sat-short4,4,5,23,1,14,17,4,1,1,0,0,48
convert-uchar16-ushort16,1,8,18,1,8,10,3,1,1,8,0,24
dot_prod_v2i16_v2i8_v2i8_acc_ver2,2,2,8,2,1,5,3,1,1,1,0,9
pos-abs-int-wide_pma,2,8,36,1,16,20,3,2,1,9,0,48
"iv-select-acc-lt-id , -outerLoop",2,1,6,3,2,8,4,1,1,9,0,5
cospi-float8,1,8,18,1,8,10,3,1,1,0,8,24
masked_load_int8,2,16,27,1,16,18,3,1,1,14,0,56
rotate-uint16,4,8,102,1,64,70,4,2,1,0,0,160
cospi-float4,1,4,10,1,4,6,3,1,1,0,4,12
cospi-float3,1,3,8,1,3,5,3,1,1,0,3,9
cospi-float2,1,2,6,1,2,4,3,1,1,1,2,6
rhadd-uchar,4,1,10,1,3,6,5,1,1,1,0,9
convert-char2-int2,3,2,7,1,2,4,3,1,1,1,0,7
convert-uint3-char3,1,4,6,1,0,2,2,1,1,14,0,8
signbit-float,2,1,5,1,1,3,3,1,1,2,0,4
printf-pma,2,8,27,1,8,11,3,1,1,0,0,40
ashr-basic-short-1_pma,2,8,19,1,8,10,3,1,1,15,0,32
cmp-basic-short8-2_pma,9,8,22,1,8,10,3,1,1,0,0,35
convert-int3-uint3,1,4,6,1,0,2,2,1,1,0,0,8
rshift_sat_b_uu,2,2,9,1,2,5,3,1,1,3,0,10
sub_sat-char,4,3,14,1,7,10,5,1,1,5,0,19
convert-float-ushort_sat_rtz,7,4,20,1,11,13,6,1,1,3,0,28
convert-float-short,1,1,4,1,1,3,3,1,1,12,0,3
convert-char4-ushort4,1,2,6,1,2,4,3,1,1,14,0,6
acopy_1D,2,8,19,1,8,10,3,1,1,11,0,32
rshift_sat_b_ii,2,4,15,1,4,7,3,1,1,2,0,20
clamp-uchar4_scalar,4,4,21,1,12,16,5,1,1,0,0,30
"lde , p-float2",2,2,13,1,6,9,5,1,1,10,2,14
hsub_int4,2,4,15,1,4,7,3,1,1,14,0,20
convert-int2-short2,1,2,4,1,0,2,2,1,1,2,0,4
convert-float8-short8_sat_rtz,6,8,95,1,80,82,5,1,2,1,0,208
sub-transformations-none-none-sat-char-1_pma,5,8,58,1,44,47,5,1,2,2,0,124
"ma , -ushort16",2,8,35,1,16,19,3,1,2,1,0,64
convert-float8-short8_sat_rtp,6,8,95,1,80,82,5,1,2,1,0,208
i16-acc-sub_abs_diff-unsigned,2,1,6,2,1,5,3,1,1,12,0,5
a-mul-b,2,3,13,1,6,9,3,1,1,0,0,22
"ma , -ushort",2,1,6,1,1,4,3,1,1,3,0,5
convert-short3-uchar3,1,2,4,1,0,2,2,1,1,1,0,4
isgreater-float16,4,8,70,1,32,38,4,2,1,1,0,96
sub_sat-uchar,3,2,10,1,4,7,5,1,1,0,0,11
outer_loop_acc_simple-i16,2,1,6,3,2,7,4,1,1,9,0,5
"lde , p-float8",2,8,43,1,24,27,5,1,1,0,8,56
"min-ma , -char-1_pma",2,8,83,1,64,67,5,1,2,11,0,136
convert-float4-char4_rte,1,4,10,1,4,6,3,1,1,0,0,12
rotate-int8,2,8,51,1,32,35,4,1,1,0,0,80
rotate-int4,2,4,27,1,16,19,4,1,1,0,0,40
convert-float4-char4_rtn,1,4,10,1,4,6,3,1,1,1,0,12
add-deinterlace-1d-int_pma,1,8,14,1,4,6,3,1,1,11,0,20
rotate-int2,2,2,15,1,8,11,4,1,1,2,0,20
rotate-int3,2,3,21,1,12,15,4,1,1,0,0,30
convert-float4-char4_rtp,1,4,10,1,4,6,3,1,1,8,0,12
convert-float3-char3,1,3,8,1,3,5,3,1,1,8,0,9
convert-float4-char4_rtz,1,4,10,1,4,6,3,1,1,10,0,12
clamp-char8_scalar,3,8,32,1,22,26,5,1,1,14,0,52
load_with_2_bounds_same_dim_2,2,8,27,1,8,11,3,1,1,1,0,40
gather-dynamic-short8,1,4,8,1,0,3,4,1,1,2,0,10
sub_sat-uint,2,2,7,1,2,5,4,1,1,14,0,7
convert-ushort4-uint4,3,2,6,1,0,3,2,2,1,0,0,5
rhadd-ushort,3,1,8,1,2,5,4,1,1,0,0,7
convert-uint3-ushort3,1,4,6,1,0,2,2,1,1,0,0,8
World2Point,20,6,60,1,31,37,7,1,1,0,0,84
"sub_reduce_type_se , t",4,4,25,1,12,15,5,1,1,2,0,36
sub-transformations-none-none-signed-sat-uchar-1_pma,4,8,41,1,28,31,6,1,1,2,0,64
avg_add_i16_unsigned_sclr,2,8,27,1,8,11,3,1,1,12,0,40
iv-related-lsr,5,3,16,3,7,17,5,2,1,15,0,18
bitselect-uchar16,4,8,61,1,32,36,4,1,1,1,0,96
hsub_char,3,1,10,1,4,7,5,1,1,3,0,9
mad_sat-uchar,4,1,11,1,3,7,5,1,1,1,0,10
convert-char2-float2,2,2,8,1,4,6,5,1,1,8,0,9
"hadd_noE , tendType_MSBNotSet_SRL_v2i16",3,2,9,1,3,6,4,1,1,14,0,9
convert-char3-uchar3,1,1,3,1,0,2,2,1,1,1,0,2
convert-short-char,1,1,3,1,0,2,2,1,1,1,0,2
add_float3,4,3,14,1,6,8,5,1,1,14,0,15
"mul-basic-mi , ed-int-char-int_pma",4,8,49,1,32,35,4,1,1,2,0,100
accumulate-short8-int8_pma,1,4,22,2,16,26,4,1,1,15,0,28
vec_step-float8,1,1,3,1,0,2,2,1,1,0,0,2
mul-hi-char-1_pma,3,8,36,1,16,19,4,1,1,9,0,56
vec_step-float4,1,1,3,1,0,2,2,1,1,3,0,2
convert-uchar8-float8,1,4,14,1,8,10,3,1,1,3,0,20
vec_step-float3,1,1,3,1,0,2,2,1,1,3,0,2
vec_step-float2,1,1,3,1,0,2,2,1,1,3,0,2
convert-float-uchar_sat,7,4,20,1,11,13,6,1,1,15,0,28
mul-hi-short-2_pma,2,8,35,1,16,19,3,1,2,10,0,64
gather-struct,1,8,13,1,0,3,4,1,1,10,0,20
gather-char-with-condition2,1,8,19,1,0,3,4,1,1,10,0,32
gather-char-with-condition3,6,16,55,1,40,42,4,1,1,3,0,96
cmp-basic-float-short_pma,2,8,19,1,8,10,3,1,1,3,0,32
fp2int_floor_with_shift,2,8,19,1,8,10,3,1,1,3,0,32
convert-uchar4-ushort4,1,2,6,1,2,4,3,1,1,3,0,6
convert-char-ushort,1,1,4,1,1,3,3,1,1,3,0,3
rhadd-int,5,3,20,1,12,15,6,1,1,3,0,27
"iv-select-acc-eq-id , -innerLoop",2,1,6,3,2,7,4,1,1,12,0,5
convert-float-char,1,1,4,1,1,3,3,1,1,1,0,3
clamp-uchar3_scalar,6,3,21,1,10,15,5,2,1,0,0,26
convert-short2-char2,1,1,3,1,0,2,2,1,1,3,0,2
cmp-basic-uint4-1_pma,5,3,16,1,6,9,4,1,1,14,0,17
add-non-splat-imm-1d-short8_pma,5,4,14,1,4,6,3,1,1,14,0,16
masked_store_splat_iv_compare_2,5,4,33,3,19,28,4,1,1,0,0,54
masked_store_splat_iv_compare_3,2,4,27,2,16,23,4,1,1,3,0,48
mad_sat-ushort4,4,4,19,1,8,12,4,1,2,1,0,30
mad_sat-ushort2,4,2,12,1,4,8,4,1,1,14,0,15
mad_sat-ushort3,4,3,17,1,6,10,4,1,1,1,0,24
any-char4,6,2,16,1,7,10,6,2,1,1,0,18
mad_sat-ushort8,4,8,33,1,16,20,4,1,1,14,0,60
"cross_loops_accumulation_sma , ",4,2,15,4,5,13,6,1,1,3,0,17
clamp-uchar2_scalar,4,2,15,1,7,11,5,1,1,3,0,18
convert-int4-float4_rte,1,4,10,1,4,6,3,1,1,14,0,12
abs_diff-char3,4,2,12,1,3,7,3,2,1,5,0,12
abs_diff-char2,2,1,6,1,1,4,3,1,1,3,0,5
abs_diff-char4,2,2,9,1,2,5,3,1,1,14,0,10
gather-char-with-condition,1,8,19,1,0,3,4,1,1,3,0,32
convert-int4-float4_rtz,8,4,73,1,60,62,7,1,2,2,0,140
convert-float3-short3_sat_rtz,6,4,40,1,30,32,5,1,2,3,0,78
select-int,3,2,10,1,3,7,4,1,1,3,0,12
convert-float3-short3_sat_rtp,6,4,40,1,30,32,5,1,2,1,0,78
convert-float3-short3_sat_rtn,6,4,40,1,30,32,5,1,2,12,0,78
bitselect-short2,4,2,12,1,4,8,4,1,1,1,0,12
mesw-10263_with_unaligned_store,7,8,43,1,16,22,3,2,1,3,0,68
convert-float3-short3_sat_rte,6,4,40,1,30,32,5,1,2,12,0,78
bitselect-short8,4,4,33,1,16,20,4,1,1,5,0,48
mad_hi-int,3,4,15,1,8,12,5,1,1,8,0,22
clamp-ushort4_scalar,3,4,16,1,8,12,4,1,1,8,0,24
iv-modulo-2-2D-anded,4,2,13,3,7,12,5,1,1,1,0,14
convert-float2-uchar2_rte,1,2,6,1,2,4,3,1,1,12,0,6
convert-int2-char2,1,2,4,1,0,2,2,1,1,14,0,4
convert-float2-uchar2_rtn,1,2,6,1,2,4,3,1,1,1,0,6
convert-short3-char3,1,2,4,1,0,2,2,1,1,1,0,4
convert-float2-uchar2_rtp,1,2,6,1,2,4,3,1,1,1,0,6
add_sat-char,4,3,14,1,7,10,5,1,1,1,0,19
floor-float,1,1,4,1,1,3,3,1,1,3,0,3
convert-float2-uchar2_rtz,1,2,6,1,2,4,3,1,1,12,0,6
convert-float2-int2_rtp,1,2,6,1,2,4,3,1,1,0,0,6
clamp_scalar-float8,3,8,30,1,16,20,4,1,1,1,0,50
ceil-float,1,1,4,1,1,3,3,1,1,1,0,3
"outer_loop_acc_early_comple , ",3,2,8,3,3,9,5,1,1,3,0,8
add-transformations-abs-pos-sat-short-wide-1_pma,3,16,76,1,56,59,5,1,2,3,0,144
conv-short-filter-ch1,2,8,16,2,8,19,3,1,1,15,0,29
bitselect-ushort16,4,8,61,1,32,36,4,1,1,12,0,96
cmp-basic-float16_pma,3,16,37,1,16,20,3,2,1,11,0,64
clamp-int2_scalar,3,2,12,1,4,8,4,1,1,1,0,14
mad_hi-short16,3,8,52,1,24,28,4,1,1,12,0,88
convert-float3-int3_rtz,1,3,8,1,3,5,3,1,1,14,0,9
"matri , -mult",2,4,15,2,4,8,5,1,1,14,0,20
convert-float3-int3_rtp,1,3,8,1,3,5,3,1,1,5,0,9
convert-float3-int3_rtn,1,3,8,1,3,5,3,1,1,14,0,9
convert-uint16-ushort16,2,8,19,1,0,3,2,1,1,12,0,32
convert-float3-int3_rte,1,3,8,1,3,5,3,1,1,1,0,9
reduce-blur-horizontal-gamma,5,8,63,1,24,30,4,2,1,15,0,112
fp_inv,2,1,5,1,1,3,3,1,1,1,1,4
i16-acc-hadd-unsigned,2,1,5,2,1,4,3,1,1,1,0,4
add-non-imm-2d-char_pma,2,8,20,1,9,11,3,1,1,2,0,33
convert-float2-int2_rte,1,2,6,1,2,4,3,1,1,14,0,6
convert-float3-ushort3_sat_rte,7,4,44,1,33,35,6,1,2,1,0,84
upsample-ushort3,3,3,11,1,3,6,3,1,1,1,0,16
upsample-ushort2,3,2,8,1,2,5,3,1,1,0,0,10
atan2-float,1,2,6,1,2,4,3,1,2,15,2,8
upsample-ushort8,3,8,20,1,8,11,3,1,2,15,0,40
convert-float3-ushort3_sat_rtn,7,4,44,1,33,35,6,1,2,0,0,84
mad_sat-short,5,1,13,1,4,8,6,1,1,0,0,12
"ma , pool_8 , 8_orig_impl",3,18,96,1,74,77,6,1,1,9,0,174
all-char4,6,2,16,1,7,10,6,2,1,0,0,18
convert-float3-ushort3_sat_rtp,7,4,44,1,33,35,6,1,2,5,0,84
all-char2,6,2,12,1,4,7,5,2,1,3,0,11
convert-float4-uchar4_sat,7,4,56,1,44,46,6,1,2,0,0,112
fp2uint_floor_with_shift,2,8,19,1,8,10,3,1,1,2,0,32
hadd-ushort4,2,2,9,1,2,5,3,1,1,14,0,10
convert-float3-ushort3_sat_rtz,7,4,44,1,33,35,6,1,2,1,0,84
all-char8,6,4,24,1,13,16,10,2,1,0,0,32
"mul-basic-mi , ed-short-char-int_pma",2,4,23,1,12,15,4,1,1,15,0,36
printf-ocl-print-flag,2,8,19,1,8,10,3,1,1,2,0,32
convert-int16-uint16,2,8,20,1,0,4,2,2,1,1,0,32
convert-ushort3-uchar3,1,2,4,1,0,2,2,1,1,12,0,4
convert-uint2-short2,1,2,4,1,0,2,2,1,1,1,0,4
verification-api-2-positive-pma,2,8,19,1,8,10,3,1,1,14,0,32
i16-acc-hadd-signed,2,1,5,2,1,4,3,1,1,2,0,4
racc-short8_pma,1,4,10,2,4,7,5,1,2,15,0,16
convert-short-uchar,1,1,3,1,0,2,2,1,1,1,0,2
unaligned-store-offset-1-width-4,2,4,9,1,4,7,3,1,1,15,0,14
unaligned-store-offset-1-width-3,2,3,8,1,3,6,3,1,1,8,0,11
unaligned-store-offset-1-width-1,2,1,6,1,1,4,3,1,1,1,0,5
convert-uchar2-float2_rtp,1,2,5,1,2,4,3,1,1,0,0,5
cross_loops_accumulation_smin,4,2,15,4,5,13,6,1,1,14,0,17
convert-uchar2-float2_rtn,1,2,5,1,2,4,3,1,1,1,0,5
"i16-acc-abs_diff-uchar- , -1op",2,1,6,2,1,5,3,1,1,11,0,5
convert-uchar2-float2_rte,1,2,5,1,2,4,3,1,1,0,0,5
rhadd-char,3,1,10,1,4,7,5,1,1,0,0,9
